CODE_VALUE;NAME_VALUE;CODE;STARTED;REVOKED;autokey
LIM_11_C33;Услуги по ремонту и монтажу машин и оборудования;LIM_11;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_11_C33
LIM_02_01;Купля-продажа;LIM_02;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_02_01
LIM_02_03;Дарение, пожертвование;LIM_02;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_02_03
LIM_11_J;УСЛУГИ В ОБЛАСТИ ИНФОРМАЦИИ И СВЯЗИ;LIM_11;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_11_J
LIM_05_344;Гонконгский доллар;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_344
LIM_05_788;Тунисский динар;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_788
LIM_10_37;Ивановская область;LIM_10;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_10_37
LIM_11_I;УСЛУГИ ГОСТИНИЧНОГО ХОЗЯЙСТВА И ОБЩЕСТВЕННОГО ПИТАНИЯ;LIM_11;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_11_I
LIM_05_064;Нгултрум;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_064
LIM_05_807;Денар;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_807
LIM_13_D;ЭЛЕКТРОЭНЕРГИЯ, ГАЗ, ПАР И КОНДИЦИОНИРОВАНИЕ ВОЗДУХА;LIM_13;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_13_D
LIM_13_C_11;Напитки;LIM_13;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_13_C_11
LIM_11_C_13;Услуги, связанные с текстильными изделями;LIM_11;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_11_C_13
LIM_05_434;Ливийский динар;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_434
LIM_10_90;Запорожская область;LIM_10;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_10_90
LIM_12_G_45;Работы по ремонту автотранспортных средств и мотоциклов;LIM_12;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_12_G_45
LIM_02_15;Банковский  счет ;LIM_02;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_02_15
LIM_05_928;Боливар Соберано;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_928
LIM_01_21;Уведомление (о смене реквизитов, тарифа и прочее);LIM_01;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_01_21
LIM_02_33;Трудовые отношения;LIM_02;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_02_33
